PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
4.440071792898162,-0.4411540672734709,-1.2121940987799373,-2.921589060846241,1.7020143560111722,-0.9330036424374007,1.2045378858689122,-0.9088960949888248,0.5842084499649661,1.214453730694439,-0.060790639540345,1.1870284510717808,-1.902096799024566,-0.09931869714081296,1.3337717167791778,-0.2996634200185185,-0.15171394090696974,-0.9721048472320363,-0.23992882388466807,0.4226755527712788,-0.8898989056977964,-0.19913971494034466,-1.3038151570246534,-0.180861586866395
-2.9631825766553543,0.1302815987512083,-0.043969121971287196,1.508976952358469,-0.39979783563095517,1.895559767283094,0.4220889375715966,1.6335497769819796,1.2535275944759803,0.6632763677978382,-0.35228456214582443,0.3178072513513238,0.17882506549544652,-0.06716554585678389,0.4978678549510096,-0.7431998438098077,-0.008858964264783853,-0.4456650180844838,-0.07425922230270426,-0.45463281406711376,-0.2872644471102396,-0.10183185264038588,-0.24841099894993576,-0.013023973827678951
2.0417579475873113,-1.1791369746791545,-1.3624149829781658,0.14348700501297695,0.27744087924706345,-0.888432876703325,-0.27497862305930176,0.21812100023428369,-0.22082875086076195,-0.7127372727217864,-1.1105211375052082,-1.0025058696288176,0.014503066269127231,-0.5849524404615184,0.002531376090934327,0.2587963274129804,-0.25242646494060095,-0.23161529573121173,-0.4654302121523766,-0.5577161940547272,-0.74670635893192,-0.2988958068859528,1.0995530464500087,-0.2848577458803206
-2.6993418670341702,-1.5874837766115473,0.4517752345229161,0.30777400972776847,-0.8993289098429288,0.9574338691800512,-1.705891412772208,0.6236042157097945,0.45068730536129586,-0.38294266312174696,-0.26112400101372496,-1.457948068017358,1.0327754964588975,-0.3547366435249432,0.40157190733787373,-0.4541788671318457,-0.21332046299334848,-0.4090843687878723,-0.13667332634922935,-0.008344888911810159,0.09031952134695817,-0.2392118380767967,0.04861372888877879,-0.40616683532792536
-0.7520832478541725,0.12210742383466247,-0.6620166418464508,-0.2287226425867337,-0.716655256865692,0.02620376453822901,-1.004334655544334,-1.6565560144512428,-0.7076548065915389,0.6034192436742701,1.3994774887032995,-0.1556539315090552,0.5553344076542471,0.3831862708729578,0.6747023117614769,0.48684060917676386,-0.2765839168710944,-0.2131389703023294,0.09772630045724648,0.2585608361784241,0.2669296485365683,0.4396695285258822,0.7531336427661667,0.46282321058644416
0.33480534009600404,1.3749502191756184,-1.0624268988092294,0.797688239392898,1.0752914848728026,-0.3431296322055341,-1.1656383506578318,0.2408364977616884,-0.17411380538188245,-1.062254545549015,-0.22343291499659998,-0.44598613196790393,0.7529236898560955,0.23943097603132094,-0.5495636080959193,0.8852637222486238,-0.2045380922286017,0.14796077931793103,-0.7337773266796047,0.07209256231702837,0.25551264659336775,-0.24357943582087427,-0.04187469107073618,0.2590692117663816
0.17564869019855756,0.9188385681571842,-1.3781356093274864,-0.8137005378215536,0.03489764407215826,-0.09149806674081234,0.14870525836118859,0.8286230683267981,0.9091195302457448,0.8482291450342795,-0.6622520182090051,-0.2561761363033318,0.1574888128113653,-0.017920935281705262,-0.5027230888834369,0.24811312243690334,-0.50483907455874,-0.13409024773053715,-0.8901451889374872,-0.10511281520897396,0.5557768047820548,-0.1240535232244839,-0.3539301684158532,0.6878687404328951
-2.4273691186027553,-0.7183377517285926,0.48383095262439696,-0.266611159265018,0.47830453951262986,-0.18428163312175533,-1.5992240714027446,-0.9055700928555649,-0.316560133953209,-0.2401262907110974,0.27302327129218057,-0.8395330328976549,0.5795921876778262,-0.10100098603534086,0.11933352073559463,0.8491625235581859,0.20610686172631826,0.2914849009150372,0.3307771343809791,-0.14478607534907406,-0.1866984507763034,-0.009346204105741636,-0.16306777216872528,0.2474168380760791
-2.649007714567303,-0.848914457659807,1.5956873420801407,-0.4947117579018042,1.8688684216320406,0.3573599954309033,-0.9982912793810027,-1.2205243867778535,-0.10895788212187744,-0.1590869738191444,-0.7133923700473639,0.03559435457752519,-0.2137837336374072,-0.3881757633711518,0.8758258820582332,0.7157473946628321,0.7099793805724771,-0.5448003766115519,-0.15964090818003793,1.1832388521007846,-0.6170785859656553,-0.2691552907115356,-0.09471724033470455,-0.38221587428528436
-4.415518212213303,1.3103461686777724,2.65998175848168,-1.3812305250600903,1.024997130181492,0.6848369182593868,1.5166955525956627,0.3440571322055372,-2.3683356732237844,-1.105686597553964,1.6458594289432065,-0.2124223044257174,-0.7911333533316979,-1.0857355752922022,0.8092281771386475,1.7083363895819228,-0.7439796392753636,-1.704922949042171,0.10863583572499133,-1.7160071350621071,-0.4072460305382707,-1.2031240776515648,-2.305540045702586,0.262953978201208
-2.7622565025866512,-1.6491788701582728,0.666104392137681,-0.22668452382063942,-0.31800067421268674,0.27707039671696876,-1.192972061532842,-0.4228649879482952,0.28593084830247895,-0.6184420974628665,-0.9534842156679538,-0.46649252293985755,-0.29239234644191325,0.15123656753507259,-0.5967411612528393,-0.18110089361400206,0.026840343657646547,0.15338070527001485,-0.0666699879664646,-0.22919093229869164,-0.6972793657242321,0.02252088374643939,-0.14130923843161938,0.36579708282279166
-1.997004342853994,-3.748060584304232,0.7086578967988715,-1.1793514178914155,-0.5746204673592493,-3.5890113042657568,0.6880814560842026,2.0502063714115826,-1.4638042697590443,-1.0188228612914059,-0.3808604977210758,2.592190730454378,2.866619077812191,0.17599592993908622,0.9843138687404271,-0.03985055822292592,0.14629929002935937,-0.17800687212376465,-0.3261998230008229,0.5279201371435192,0.26902795125414214,-0.46383857986311045,-0.11188946752339095,0.19221222857917125
3.3630134819259316,-2.369570785768987,-2.1939322044730014,0.13427029805624924,-0.5516560812116812,0.16540348374323388,0.9235345660794362,0.5477436211399495,0.945437333393571,0.9274965462083427,0.5882648344165038,0.6004269915504201,-1.121019097776294,0.3872108593557161,0.5477061999907032,0.7162527742411476,-0.9868770782883147,-0.9378569248199521,-0.023992914716344876,-0.4071090141664279,0.18059342965009484,0.584108117295138,-0.1332583550211486,-1.3033384644344874
-1.9450993996266273,1.8163878661803974,-0.4465321045970016,0.9235760049845395,0.94243767484089,0.47589851174500075,0.33029589782747004,0.18232857360050772,0.5306425877684948,0.8493818762533458,0.5477629468931939,0.728527265596924,0.15603647616684546,0.029870446639403934,0.28621814822519337,0.6074113918940646,0.24091857602662867,0.17450376757542047,-0.1574913312897515,-0.7561472677422526,-0.7211407945140709,0.3343123994379522,0.2660224028400389,0.27370682112501565
-1.7435676381797167,-2.841553765644503,0.574789426464388,-0.9004889507912229,0.7369439676116619,-2.302504631421641,-0.7751897824395473,-0.051907223897172575,0.1663811459226037,-1.294627677267783,0.5577241925510383,-0.8842505191764016,-1.5198151002787559,-0.3690103933572623,-0.8076170760829087,-0.08542491302587142,-0.497649037275175,0.5896182654793996,-0.3356291325401633,0.07601739310340222,0.8605091308364298,-0.23010687550472306,-0.21970298779596711,0.44195190087648245
